file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\esproc\jdbc\Blob.java,com.esproc.jdbc.Blob,class,2,3,1,2,24,1,0,9,19,0.35714287,0.46153846,0.46153846,14,0,13,1,0,0,13,0,0,0,1,0,0,1,0,0,0,0,0,75,13,5,3,1,0,0,8,15,6,11,3,0,0,0,128,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\esproc\jdbc\Clob.java,com.esproc.jdbc.Clob,class,3,4,1,3,19,1,0,14,0,0.2,0.62857145,0.62857145,15,0,15,0,0,0,15,0,0,0,1,0,0,1,0,0,0,0,1,68,13,1,2,1,0,0,2,12,5,9,2,0,0,0,136,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\esproc\jdbc\DatabaseMetaData.java,com.esproc.jdbc.DatabaseMetaData,class,10,11,1,10,202,1,0,20,16984,0.9846847,0.0010691376,0.003920171,185,0,184,1,0,0,184,1,0,0,6,0,0,6,0,0,1,0,217,782,177,1,8,0,0,208,24,22,7,13,3,0,0,0,691,1025,4
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\esproc\jdbc\InternalConnection.java,com.esproc.jdbc.InternalConnection$Anonymous2,anonymous,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\esproc\jdbc\InternalConnection.java,com.esproc.jdbc.InternalConnection$Anonymous1,anonymous,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\esproc\jdbc\InternalConnection.java,com.esproc.jdbc.InternalConnection$Anonymous4,anonymous,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\esproc\jdbc\InternalConnection.java,com.esproc.jdbc.InternalConnection$Anonymous3,anonymous,1,1,0,1,1,1,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,1,0,0,0,0,0,1,1,0,1,0,0,0,0,10,-1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\esproc\jdbc\InternalConnection.java,com.esproc.jdbc.InternalConnection,class,20,26,6,20,128,1,0,69,2728,0.9552667,0.041476406,0.1263318,77,0,72,4,1,0,73,0,0,2,17,1,0,8,9,0,1,0,142,572,58,4,15,9,3,134,16,72,12,53,6,4,0,0,518,1,31
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\esproc\jdbc\InternalCStatement.java,com.esproc.jdbc.InternalCStatement,class,17,19,2,17,140,3,0,75,6555,0.9956522,0.0,0.0,115,0,115,0,0,0,115,0,0,1,2,1,0,2,0,0,1,0,262,649,63,3,11,2,0,257,23,68,3,62,6,0,0,0,317,1025,69
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\esproc\jdbc\InternalDriver.java,com.esproc.jdbc.InternalDriver,class,12,15,3,12,67,1,0,56,141,0.90404034,0.040935673,0.040935673,18,0,9,0,9,0,19,0,0,1,11,6,0,6,5,0,6,0,45,295,16,2,18,13,0,41,18,75,18,50,5,1,0,0,236,1,11
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\esproc\jdbc\InternalDriver.java,com.esproc.jdbc.InternalDriver$Anonymous1,anonymous,1,1,0,1,1,1,0,2,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,7,0,0,0,0,0,0,1,1,0,1,0,0,0,0,14,-1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\esproc\jdbc\InternalPStatement.java,com.esproc.jdbc.InternalPStatement,class,10,13,3,10,146,2,1,48,899,0.7177419,0.280226,0.280226,62,0,60,2,0,0,60,0,0,0,2,0,0,0,2,0,0,0,105,465,16,27,13,8,2,103,103,37,94,26,5,0,0,0,329,1025,17
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\esproc\jdbc\InternalStatement.java,com.esproc.jdbc.InternalStatement$Anonymous1,anonymous,2,2,0,2,4,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,5,0,1,1,0,0,0,25,-1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\esproc\jdbc\InternalStatement.java,com.esproc.jdbc.InternalStatement,class,24,29,5,24,162,1,1,88,1225,0.9186441,0.10194805,0.2461039,59,0,51,3,5,0,56,1,0,1,15,0,0,6,9,0,0,0,122,559,56,4,49,11,10,103,12,97,5,63,6,1,0,0,497,1025,24
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\esproc\jdbc\JDBCConsts.java,com.esproc.jdbc.JDBCConsts,class,0,0,0,0,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,38,38,38,0,0,0,38,0,0,40,0,0,0,0,0,31,11,38,2,38,0,0,0,0,48,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\esproc\jdbc\JDBCMessage.java,com.esproc.jdbc.JDBCMessage,class,1,7,6,1,3,1,0,2,3,0.0,0.0,0.0,3,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,10,2,0,0,0,0,2,0,0,0,0,0,0,0,0,19,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\esproc\jdbc\JDBCUtil.java,com.esproc.jdbc.JDBCUtil,class,32,40,8,32,337,1,0,153,1221,0.9666667,0.0,0.0,50,50,40,10,0,0,40,0,1,0,3,3,2,1,0,0,1,0,118,1128,116,47,83,7,14,123,128,366,34,229,7,0,0,0,310,1,5
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\esproc\jdbc\MultiResult.java,com.esproc.jdbc.MultiResult,class,2,3,1,2,12,1,0,3,0,0.125,1.0,1.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,28,6,1,4,0,0,0,4,7,1,6,2,0,0,0,32,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\esproc\jdbc\ResultSet.java,com.esproc.jdbc.ResultSet,class,18,23,5,18,345,1,0,85,19625,0.9799621,0.014364753,0.03385615,202,0,199,3,0,0,199,0,0,0,21,12,11,10,0,0,12,0,456,1320,168,13,99,0,14,460,105,155,37,117,5,0,0,0,543,1,125
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\esproc\jdbc\ResultSetMetaData.java,com.esproc.jdbc.ResultSetMetaData,class,4,7,3,4,75,1,0,15,176,0.8740631,0.29100528,0.6693122,29,0,28,1,0,0,28,0,0,0,23,9,0,23,0,0,9,0,45,588,33,2,35,0,16,237,176,216,40,32,1,0,0,0,257,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\app\common\AppConsts.java,com.scudata.app.common.AppConsts,class,0,0,0,0,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,14,14,14,0,0,0,14,0,0,16,0,0,0,0,0,15,0,14,1,14,0,0,0,0,25,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\app\common\AppUtil.java,com.scudata.app.common.AppUtil,class,19,22,3,19,170,1,0,127,658,0.9369369,0.0,0.0,37,37,31,6,0,0,31,0,0,0,3,3,1,2,0,0,1,0,53,634,67,22,34,19,1,38,55,165,6,100,7,0,0,0,279,1,1
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\app\common\Section.java,com.scudata.app.common.Section,class,4,5,1,4,59,1,0,34,252,0.69696975,0.26136363,0.28977272,33,0,33,0,0,0,33,0,0,0,2,0,1,1,0,0,0,0,3,184,22,7,11,0,1,5,12,19,0,14,2,0,0,0,105,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\app\common\Segment.java,com.scudata.app.common.Segment,class,3,4,1,3,14,1,0,15,10,0.33333334,0.42424244,0.42424244,12,0,12,0,0,0,12,0,0,0,1,0,1,0,0,0,0,0,2,47,7,1,0,0,0,3,0,9,0,6,1,0,0,0,56,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\app\common\StringUtils2.java,com.scudata.app.common.StringUtils2,class,3,4,1,3,81,1,0,26,36,0.0,0.0,0.0,9,9,3,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,29,301,28,12,16,0,1,14,51,87,18,52,6,0,0,0,108,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\app\config\ConfigConsts.java,com.scudata.app.config.ConfigConsts,class,0,0,0,0,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,85,85,85,0,0,0,7,0,0,87,0,0,0,0,0,80,7,85,1,85,0,0,0,0,139,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\app\config\ConfigHandler.java,com.scudata.app.config.ConfigHandler,class,16,17,1,16,194,2,0,128,0,0.8214285,0.84444445,1.0,10,0,5,0,5,0,10,0,0,0,14,10,0,0,14,0,10,0,54,583,14,0,41,21,0,64,33,96,25,71,8,0,0,0,119,1,23
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\app\config\ConfigUtil.java,com.scudata.app.config.ConfigUtil,class,29,32,3,29,171,1,0,141,323,0.9423077,0.0,0.0,26,26,26,0,0,0,27,0,0,0,2,2,2,0,0,0,2,0,116,578,35,7,45,22,8,61,52,127,44,84,6,0,0,0,243,1,22
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\app\config\ConfigWriter.java,com.scudata.app.config.ConfigWriter,class,14,16,2,14,97,1,0,143,4,0.72413796,0.3939394,0.5887446,29,0,4,7,18,0,22,0,0,0,4,0,0,0,4,0,2,0,21,386,13,13,31,2,2,48,65,108,14,50,4,0,0,0,151,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\app\config\RaqsoftConfig.java,com.scudata.app.config.RaqsoftConfig,class,6,13,7,6,92,1,0,50,2146,0.93346393,0.09170472,0.945586,73,0,72,0,1,0,73,0,0,0,35,1,0,35,0,0,1,0,0,418,35,3,10,0,0,2,8,115,0,47,2,0,0,0,198,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\app\config\RemoteStoreConfig.java,com.scudata.app.config.RemoteStoreConfig,class,2,6,4,2,16,1,0,14,30,0.6875,0.375,0.875,16,0,16,0,0,0,16,0,0,0,6,0,0,6,0,0,0,0,0,74,7,0,0,0,0,0,3,15,0,7,0,0,0,0,44,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\app\config\Xmla.java,com.scudata.app.config.Xmla,class,2,6,4,2,16,1,0,10,30,0.6875,0.375,0.875,16,0,16,0,0,0,16,0,0,0,6,0,0,6,0,0,0,0,0,74,7,0,0,0,0,0,1,13,0,7,0,0,0,0,51,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\array\ArrayUtil.java,com.scudata.array.ArrayUtil,class,12,12,0,12,194,1,0,35,45,0.0,0.0,0.0,10,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,596,42,50,91,0,6,4,70,137,8,90,6,0,0,0,70,17,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\array\BoolArray.java,com.scudata.array.BoolArray,class,18,20,2,18,1370,1,0,100,0,0.63597125,0.4999413,0.52436876,139,1,124,8,3,4,131,0,0,0,5,2,0,5,0,0,2,0,108,4153,189,321,446,0,92,77,670,1147,176,686,7,0,0,0,200,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\array\ByteBufferArray.java,com.scudata.array.ByteBufferArray,class,12,13,1,12,335,1,0,35,6680,0.88709676,0.050847456,0.06301608,124,5,118,6,0,0,118,0,0,0,5,1,0,5,0,0,1,0,31,1014,69,58,94,0,10,32,159,206,34,147,5,0,0,0,174,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\array\ConstArray.java,com.scudata.array.ConstArray,class,21,24,3,21,614,1,0,132,0,0.540404,0.6272318,0.6641826,132,0,114,18,0,0,114,0,0,0,3,1,0,3,0,0,1,0,29,2406,221,139,115,0,60,54,302,709,175,483,5,0,0,0,184,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\array\DateArray.java,com.scudata.array.DateArray,class,19,23,4,19,806,1,0,116,0,0.67537314,0.5357857,0.5457817,134,3,118,11,5,0,123,0,0,0,4,2,0,4,0,0,1,0,114,2793,179,188,254,0,28,74,523,808,156,581,9,0,0,0,195,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\array\DoubleArray.java,com.scudata.array.DoubleArray,class,21,26,5,21,2288,1,0,186,0,0.5520958,0.7058701,0.74444795,167,1,134,28,5,0,139,0,0,0,5,2,0,4,1,0,2,0,309,7505,345,530,706,0,147,84,1314,2186,374,1323,9,0,0,0,217,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\array\IArray.java,com.scudata.array.IArray,interface,6,13,7,6,106,1,0,0,5565,1.0,0.0,0.0,106,0,0,0,0,106,106,0,0,0,1,1,0,0,0,1,1,0,0,109,0,0,0,0,0,0,1,1,0,1,0,0,0,0,130,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\array\IntArray.java,com.scudata.array.IntArray,class,22,30,8,22,3152,1,0,193,0,0.5514451,0.7187364,0.7648148,173,2,128,37,8,0,136,0,0,0,5,2,0,5,0,0,2,0,302,9424,366,737,968,0,242,80,1509,2688,408,1571,9,0,0,0,220,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\array\LongArray.java,com.scudata.array.LongArray,class,21,28,7,21,2842,1,0,199,0,0.54971427,0.71067387,0.7553158,175,3,130,37,8,0,138,0,0,0,5,2,0,5,0,0,2,0,299,8759,371,659,875,0,212,80,1456,2514,391,1485,9,0,0,0,225,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\array\NumberArray.java,com.scudata.array.NumberArray,interface,3,8,5,3,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\array\ObjectArray.java,com.scudata.array.ObjectArray,class,23,33,10,23,966,1,0,179,0,0.45333335,0.8040913,0.8151062,150,0,116,26,8,0,124,0,0,0,3,1,0,3,0,0,1,0,51,3638,243,209,182,0,88,63,533,1167,219,770,9,0,0,0,203,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\array\SerialBytesArray.java,com.scudata.array.SerialBytesArray,class,16,17,1,16,760,1,0,74,0,0.4606299,0.4947548,0.525177,127,0,122,3,2,0,124,0,0,0,4,1,0,4,0,0,1,0,103,2532,131,173,294,0,17,62,476,871,164,581,6,0,0,0,200,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\array\StringArray.java,com.scudata.array.StringArray,class,20,29,9,20,835,1,0,116,0,0.6679104,0.5413223,0.5516529,134,2,119,13,2,0,121,0,0,0,4,2,0,4,0,0,1,0,111,2898,183,192,259,0,20,66,530,835,157,582,9,0,0,0,190,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\cellset\BackGraphConfig.java,com.scudata.cellset.BackGraphConfig,class,8,9,1,8,102,1,0,79,599,0.9158485,0.20966184,0.5748792,46,9,46,0,0,0,46,0,0,2,29,13,13,16,0,0,13,0,28,497,36,4,20,4,10,2,86,182,54,91,5,0,0,0,165,1,1
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\cellset\CellRefUtil.java,com.scudata.cellset.CellRefUtil,class,6,7,1,6,147,1,0,26,43,0.8,0.022222223,0.022222223,10,10,10,0,0,0,10,0,0,0,1,1,1,0,0,0,1,0,47,387,29,6,80,0,4,1,79,84,28,44,6,0,0,0,53,17,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\cellset\datamodel\CellSet.java,com.scudata.cellset.datamodel.CellSet,class,27,31,4,27,590,1,0,133,2029,0.8719999,0.15758857,0.31464833,75,3,55,13,7,0,62,8,0,0,5,1,0,3,2,0,1,0,137,1687,79,69,265,0,13,1,345,493,76,363,7,0,1,0,143,1025,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\cellset\datamodel\CellSet.java,com.scudata.cellset.datamodel.CellSet$RemoveResult,innerclass,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,10,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\cellset\datamodel\ColCell.java,com.scudata.cellset.datamodel.ColCell,class,5,7,2,5,17,1,0,17,0,0.80213904,0.5294118,0.88235295,17,0,17,0,0,0,17,0,0,0,11,6,4,7,0,0,6,0,0,89,7,0,0,0,0,0,7,30,0,14,0,0,0,0,60,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\cellset\datamodel\Command.java,com.scudata.cellset.datamodel.Command,class,12,15,3,12,82,1,0,34,68,0.9048913,0.08791209,0.17582418,16,7,13,3,0,0,14,0,0,0,23,18,17,5,1,0,18,0,11,287,25,4,35,0,0,28,49,80,7,61,3,0,0,0,86,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\cellset\datamodel\NormalCell.java,com.scudata.cellset.datamodel.NormalCell,class,9,12,3,9,29,1,0,14,248,0.91810346,0.19458129,0.42118227,29,0,26,0,3,0,29,7,0,0,16,10,9,1,6,0,10,0,1,112,9,0,0,0,0,0,11,29,0,18,0,0,0,0,86,1025,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\cellset\datamodel\PgmCellSet.java,com.scudata.cellset.datamodel.PgmCellSet$BoolForCmdCode,innerclass,5,5,0,5,5,3,0,4,4,0.5,0.16666667,0.16666667,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,24,3,0,0,0,2,1,0,4,0,4,1,0,0,0,23,10,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\cellset\datamodel\PgmCellSet.java,com.scudata.cellset.datamodel.PgmCellSet$SubForkJob,innerclass,4,4,0,4,2,2,0,1,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,5,0,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,5,0,5,0,0,0,0,14,2,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\cellset\datamodel\PgmCellSet.java,com.scudata.cellset.datamodel.PgmCellSet$CmdCode,innerclass,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,4,0,4,0,0,0,0,11,10,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\cellset\datamodel\PgmCellSet.java,com.scudata.cellset.datamodel.PgmCellSet$ForCmdCode,innerclass,1,1,0,1,6,2,0,0,13,0.6666667,0.06666667,0.06666667,6,0,6,0,0,0,6,2,0,0,1,0,0,0,1,0,0,0,0,17,2,0,0,0,0,0,1,2,0,1,0,0,0,0,16,1034,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\cellset\datamodel\PgmCellSet.java,com.scudata.cellset.datamodel.PgmCellSet$ForkCmdCode,innerclass,1,1,0,1,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,2,0,1,0,0,0,0,4,10,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\cellset\datamodel\PgmCellSet.java,com.scudata.cellset.datamodel.PgmCellSet$SequenceForCmdCode,innerclass,2,2,0,2,4,3,0,2,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,13,2,0,0,0,0,0,0,1,0,1,0,0,0,0,11,10,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\cellset\datamodel\PgmCellSet.java,com.scudata.cellset.datamodel.PgmCellSet$FuncInfo,innerclass,1,1,0,1,3,1,0,0,0,0.33333334,0.6666667,1.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,14,2,0,0,0,0,0,0,2,0,2,0,0,0,0,12,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\cellset\datamodel\PgmCellSet.java,com.scudata.cellset.datamodel.PgmCellSet$CursorForCmdCode,innerclass,5,5,0,5,7,3,0,4,0,0.45,0.6666667,1.0,4,0,4,0,0,0,4,0,0,0,5,0,0,5,0,0,0,0,0,30,2,0,2,0,0,0,1,6,0,5,1,0,0,0,21,10,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\cellset\datamodel\PgmCellSet.java,com.scudata.cellset.datamodel.PgmCellSet$IntForCmdCode,innerclass,1,1,0,1,5,3,0,0,0,0.25,1.0,1.0,4,0,4,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,28,4,0,0,0,0,0,1,5,0,4,1,0,0,0,15,10,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\cellset\datamodel\PgmCellSet.java,com.scudata.cellset.datamodel.PgmCellSet$EndlessForCmdCode,innerclass,1,1,0,1,3,3,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\cellset\datamodel\PgmCellSet.java,com.scudata.cellset.datamodel.PgmCellSet$ForkJob,innerclass,2,2,0,2,3,2,0,2,0,0.25,1.0,1.0,3,0,3,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,18,1,0,0,0,0,0,0,4,0,4,0,0,0,0,14,10,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\cellset\datamodel\PgmCellSet.java,com.scudata.cellset.datamodel.PgmCellSet,class,58,65,7,58,509,16,0,218,2233,0.933957,0.11756168,0.27576196,79,1,52,26,1,0,53,0,0,0,23,4,2,20,1,0,4,0,10,2212,85,97,180,6,35,95,219,633,101,488,6,0,11,0,287,1,2
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\cellset\datamodel\PgmNormalCell.java,com.scudata.cellset.datamodel.PgmNormalCell,class,13,16,3,13,144,2,0,37,82,0.77931035,0.45014244,0.4871795,29,1,24,2,0,3,27,0,0,0,5,1,0,4,1,0,1,0,6,386,38,2,68,0,37,7,70,96,25,37,5,0,0,0,108,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\cellset\datamodel\RowCell.java,com.scudata.cellset.datamodel.RowCell,class,5,8,3,5,17,1,0,17,0,0.80213904,0.5294118,0.88235295,17,0,17,0,0,0,17,0,0,0,11,6,4,7,0,0,6,0,0,89,7,0,0,0,0,0,7,30,0,14,0,0,0,0,60,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\cellset\datamodel\SqlCommand.java,com.scudata.cellset.datamodel.SqlCommand,class,4,6,2,4,17,2,0,6,1,0.64285713,0.47619048,1.0,7,0,7,0,0,0,7,0,0,0,4,0,0,4,0,0,0,0,1,49,10,1,7,0,0,2,8,8,2,7,3,0,0,0,25,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\cellset\graph\config\AlarmLine.java,com.scudata.cellset.graph.config.AlarmLine,class,6,7,1,6,23,1,0,25,0,0.6838236,0.5588235,1.0,17,0,17,0,0,0,17,0,0,0,8,1,0,8,0,0,1,0,0,104,8,0,0,0,0,0,10,29,0,12,1,0,0,0,57,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\cellset\graph\config\GraphFont.java,com.scudata.cellset.graph.config.GraphFont,class,6,7,1,6,19,1,0,23,0,0.7076023,0.50877196,1.0,19,0,19,0,0,0,19,0,0,0,9,1,0,9,0,0,1,0,0,105,9,0,0,0,0,0,3,32,0,13,0,0,0,0,56,1,0
C:\Users\lucas\OneDrive\햞ea de Trabalho\lab-06\esProc\src\main\java\com\scudata\cellset\graph\config\GraphFonts.java,com.scudata.cellset.graph.config.GraphFonts,class,7,8,1,7,20,1,0,15,0,0.6833333,0.55789477,1.0,20,0,20,0,0,0,20,0,0,0,9,1,0,9,0,0,1,0,0,114,9,0,0,0,0,0,2,34,0,13,0,0,0,0,49,1,0
