number,created_at,merged_at,closed_at,files,additions,deletions,body_text,participants,comments
4550,2016-04-04T15:04:48Z,2016-12-12T13:57:02Z,2016-12-12T13:57:02Z,1,3,3,Fix the problem when using InfluxDB as backend that selecting multiple tags for annotations were not working.,9,11
4694,2016-04-13T23:46:16Z,2017-02-27T09:57:00Z,2017-02-27T09:57:00Z,7,187,41,"EDIT: This PR was accidentally merged by the maintainer. Follow up at #4694 (comment)

This adds support for querying nested fields with elasticsearch as datasource; built on top of PR #4527
fixes #4693
Cheers.",14,38
4926,2016-05-05T22:09:11Z,2016-07-11T13:23:39Z,2016-07-11T13:23:39Z,1,6,9,"Link the PR to an issue for new features
Rebase your PR if it gets out of sync with master
When using restarts/stops/starts you'd get weird output sometimes, Strange line breaks 'OK' status overlapping the next lines etc...
This fixes those moves OK to the right place and colorizes them correctly.",4,1
4970,2016-05-10T17:59:14Z,2016-12-09T10:42:36Z,2016-12-09T10:42:36Z,6,243,49,"Add support to ElasticSearch 5.0 (currently still in alpha).
Main changes:

remove ""search_type = count""
change filtered query and filters to ""bool""

https://www.elastic.co/guide/en/elasticsearch/reference/master/breaking_50_search_changes.html",14,35
