reviews,num_arquivos,num_linhas_adicionadas,num_linhas_deletadas,tempo_analise,num_caracteres_descricao,num_participantes,num_comentarios,was_merged
5,5,397,0,61096,279,4,2,True
4,2,45,2,5346,22,4,3,False
1,2,3,5,13396,454,2,1,True
3,2,5,3,60632,144,2,0,True
1,1,173,0,53920,57,4,3,False
3,2,57,4,61532,992,4,2,True
3,13,28,168,39845,0,2,0,True
5,15,1471,41,20132,115,2,0,True
1,3,12,0,5223,0,2,0,True
1,2,74,67,37243,0,2,1,False
4,4,37,21,24785,0,2,0,True
1,3,32,1,6756,97,2,0,True
1,2,4,2,7059,20,2,0,True
4,2,51,9,23453,11,3,1,True
3,3,73,3,73932,782,3,3,True
3,4,191,1,47712,215,2,3,True
12,25,196,241,70518,42,4,3,True
1,6,14,13,8459,66,2,3,True
1,1,0,3,6843,0,2,0,True
1,2,254,90,9537,0,3,1,True
2,4,5,4,4169,0,2,0,True
1,3,20,2,22990,586,2,0,True
1,7,22,23,63872,568,2,2,True
6,7,199,5,71885,361,2,9,False
4,2,22,4,62555,38,2,0,True
1,2,6,2,31045,1295,2,1,True
1,1,2,1,70510,196,2,0,True
1,5,197,6,63426,120,2,0,True
4,5,164,10,41718,12,2,0,True
5,7,224,55,55480,410,4,3,False
1,3,5,8,78704,22,3,3,True
1,2,37,4,39498,1665,2,0,True
1,1,4,3,19189,557,2,0,True
3,11,383,108,42686,967,3,5,False
1,2,40,14,12498,104,2,0,True
1,1,1,1,12116,0,2,0,True
1,3,9,2,81992,0,2,0,True
1,1,1,1,19230,81,2,0,True
13,13,413,60,82770,238,3,0,True
1,2,5,5,81147,122,2,1,False
3,1,3,0,20020,2100,2,1,True
3,4,91,3,28240,137,3,0,True
2,2,19,2,45830,12,2,1,True
1,6,12,250,16000,28,2,0,True
5,9,143,10,19119,532,3,0,True
1,7,88,97,30947,289,3,1,True
9,1,5,7,19086,0,4,0,True
18,22,300,312,37753,904,4,0,True
1,15,534,521,6727,150,2,0,True
10,4,100,3,14659,187,2,1,True
3,6,18,1,4319,15,3,0,True
1,11,75,64,84091,127,3,3,False
1,1,6,0,12779,38,3,1,True
1,1,6,0,12719,38,3,1,True
3,4,24,3,19463,279,4,10,True
1,4,105,86,61574,0,2,0,True
1,3,9,2,83743,0,2,0,True
13,13,99,17,43044,136,4,13,True
15,10,470,55,12486,273,3,0,True
1,1,4,2,10504,135,2,1,True
4,1,24,0,77129,0,5,9,True
6,1,41,0,13657,255,3,2,False
1,1,1,1,36500,0,2,0,True
1,1,3,3,5771,11,3,1,True
1,2,21,16,9167,21,2,0,True
6,9,1710,1054,4342,0,2,2,True
6,5,28,4,38612,372,3,1,False
2,9,214,21,22484,0,4,2,True
1,3,23,18,31470,1703,2,0,True
1,2,29,2,4147,113,2,0,True
8,8,132,2,64593,88,4,3,True
1,3,7,7,6008,0,2,0,True
1,1,4,4,4252,0,2,0,True
4,4,124,299,30834,147,2,0,True
2,2,3,0,8460,92,3,1,True
1,3,4,3,16806,832,2,0,True
5,5,200,15,8823,11,2,0,True
3,6,12,10,6018,0,3,0,True
7,22,287,172,53441,230,2,0,True
1,2,15,4,17346,252,3,2,False
2,1,1,1,55099,52,4,1,True
1,1,1,1,3804,141,2,7,True
1,12,32,76,19614,0,3,0,True
6,21,209,56,22726,12,3,2,True
1,2,3,2,11593,0,2,1,True
4,9,73,33,48153,8,2,1,True
1,1,0,9,80025,51,2,0,True
1,1,0,1,73515,26,2,0,True
3,4,29,6,66477,479,2,1,True
1,1,2,2,14408,0,3,1,True
1,1,0,4,69373,0,2,0,False
1,2,3,2,60601,0,2,0,True
1,2,2,2,29791,384,2,0,True
1,3,123,2,15266,312,3,1,True
4,6,102,5,85380,12,4,3,True
1,3,18,23,79946,58,3,1,True
1,3,98,3,57049,0,5,4,True
1,30,285,306,68693,30,3,1,True
1,1,1,1,18376,31,4,1,True
9,4,21,5,71676,60,6,8,True
1,26,113,33,57151,0,3,3,True
1,1,29,5,85029,0,3,1,True
3,2,2,2,21389,0,3,3,True
1,6,301,30,6328,87,4,11,True
1,2,19,17,8929,12,3,1,True
2,2,7,5,32596,391,3,1,False
4,8,56,45,79279,30,3,3,True
1,1,5,1,60953,67,6,6,True
2,2,2,1,4731,0,4,1,True
4,1,4,4,76305,0,5,1,True
1,1,19,19,24351,0,4,1,True
5,1,3,3,18619,0,4,8,True
1,1,1,1,66128,0,4,1,True
1,4,27,26,81895,12,4,1,True
2,2,66,0,14300,0,3,3,True
2,3,52,18,75675,24,4,3,True
4,5,54,1,78809,405,4,6,True
1,1,0,1,70842,391,3,1,False
11,4,22,3,71078,9,4,3,False
3,2,84,0,4603,5,3,3,True
2,12,118,69,85957,215,4,2,True
14,10,233,58,4003,12,5,12,True
1,4,46,1,9196,48,4,4,True
3,1,156,0,82684,11,5,9,True
2,1,67,26,85306,11,4,2,True
4,12,481,1,66200,11,5,4,True
5,2,75,36,71332,0,4,2,True
8,10,131,4,75470,17,3,15,True
2,4,94,70,79826,60,4,6,True
6,12,144,20,65321,31,4,4,True
5,2,54,23,20419,11,4,6,True
1,3,16,7,10279,69,3,3,True
2,3,58,12,82672,63,3,10,True
3,3,10,5,7495,11,4,2,True
1,5,161,14,21441,11,4,4,True
12,9,278,102,46507,11,6,6,True
3,27,338,47,61012,136,5,9,True
1,3,5,5,18314,11,3,1,True
15,29,467,327,13037,27,4,6,False
6,60,219,18,37820,286,6,17,True
2,4,4,4,8643,5,4,7,True
3,2,87,443,16972,0,4,14,True
3,18,712,22,26396,42,5,5,False
5,10,53,16,12205,0,4,11,True
1,16,24,24,6059,91,5,2,True
2,59,212,274,56898,12,5,8,True
4,4,84,114,22604,12,4,4,True
2,7,148,103,75400,12,4,3,True
13,17,1048,22,59278,42,6,6,True
1,3,8,7,15046,12,5,6,True
2,16,154,303,68841,12,5,12,True
2,1,1,0,56587,0,5,9,True
2,1,1,1,18199,270,5,5,False
1,1,7,28,83180,503,2,4,True
2,1,6,6,67038,151,4,5,True
3,1,70,70,17752,104,4,1,False
4,1,78,4,37872,0,2,3,True
3,1,109,110,67178,60,3,3,True
1,1,2,5,48251,336,4,10,False
2,1,8,8,7114,101,2,1,True
1,0,0,0,6713,0,3,4,True
2,1,25,30,33572,419,2,3,True
1,1,33,0,63365,0,3,2,True
3,1,10,7,45244,177,4,10,False
3,1,5,5,32969,139,3,3,True
6,1,33,1,64611,37,3,2,True
1,1,44,0,78202,245,3,2,False
6,1,101,43,75163,325,7,16,False
8,1,15,16,55237,211,3,4,False
1,1,3,3,39892,32,3,1,True
1,1,22,22,59045,17,3,1,True
1,2,2340,1,46579,21,3,5,False
1,1,25,0,55494,0,5,3,False
2,1,3,3,83307,75,3,5,True
1,1,4,4,72511,195,3,3,False
1,1,2,2,75834,83,4,5,False
4,1,12,16,17247,58,3,1,True
2,1,1,0,6903,14,3,1,False
1,1,1,0,85262,0,3,6,False
1,1,1,1,22333,72,3,1,True
3,1,1,1,30434,27,4,2,False
4,1,16,15,57924,80,3,3,False
1,1,2,2,67243,0,3,1,True
1,1,1,0,40779,0,3,1,True
1,1,36,0,53072,134,3,2,False
2,1,20,43,52837,152,3,1,False
1,0,0,0,9194,0,2,0,False
2,3,14,4,4509,15,2,1,True
4,3,897,88,85985,149,4,4,False
1,6,59,81,75052,31,3,2,True
5,1,49,28,58472,68,2,0,True
4,3,606,5,5683,306,3,0,True
4,2,103,11,74772,0,2,1,True
1,3,1439,32,15873,0,2,1,False
16,5,203,28,74770,319,3,7,True
7,4,139,0,9441,54,2,0,True
11,4,106,0,17670,74,2,0,True
3,11,1715,61,50564,1250,4,10,True
2,28,1428,468,6061,0,9,4,False
6,4,104,0,6566,8,3,0,True
10,8,75,8,62866,3,3,0,True
3,3,67,2,53732,3,2,0,True
3,6,177,20,76556,70,3,2,False
1,1,11,0,19455,460,2,0,True
2,9,1430,41,9300,0,2,0,True
2,1,2,5,14460,0,2,0,True
18,11,576,38,22918,70,2,3,True
17,8,158,9,12826,82,4,5,True
1,5,74,35,24290,0,2,0,True
2,4,31,66,16274,39,2,0,True
2,17,458,55,22424,3,2,1,True
3,1,9,3,59422,4,2,1,True
1,3,109,34,36608,47,2,1,True
1,3,88,357,9037,0,3,0,True
13,6,62,36,71763,11,4,1,True
1,1,1,1,34234,72,2,2,True
10,2,25,3,67247,110,2,0,True
2,1,3,3,5443,64,2,0,True
5,3,27,5,29316,115,4,0,True
2,3,19,3,5075,211,2,0,True
1,5,22,8,17574,49,3,4,True
2,5,153,10,81746,0,4,1,False
4,4,96,30,44540,66,2,4,False
17,5,148,0,59853,4,4,1,True
1,3,119,60,76503,15,2,1,False
1,1,33,24,9964,122,2,0,True
1,3,6,9,6115,102,4,3,True
1,2,4,2,10272,50,2,0,True
1,10,191,198,9755,4,2,0,True
2,3,19,17,4467,0,2,0,True
2,3,166,9,9930,87,2,1,True
3,4,19,155,8130,179,2,0,True
10,7,230,193,84622,30,2,3,False
1,1,1,1,4873,0,2,0,True
1,4,58,6,25109,2346,7,13,False
2,2,12,1,11552,97,2,1,True
6,2,48,0,10251,15,3,0,True
21,30,220,170,70904,103,5,3,False
4,1,40,0,10602,4,3,3,True
1,1,0,33,3829,4,2,1,True
1,9,6,6,36090,149,2,1,False
1,12,116,40,16090,0,2,1,False
3,1,136,0,3617,95,5,2,False
3,5,54,1,5073,0,3,0,True
1,10,137,136,14816,10,2,0,True
6,6,121,68,23033,39,2,1,True
1,1,2,2,5470,0,2,0,True
1,1,14,0,7301,64,2,0,True
1,2,3,3,6383,173,2,0,True
2,4,8,15,6138,164,2,0,True
1,7,400,166,23571,106,2,0,True
1,1,2,2,6298,46,2,0,True
15,7,300,82,80577,95,2,1,True
2,5,16,17,62710,465,3,3,False
1,3,3,56,11389,138,2,0,True
1,2,21,8,37275,98,2,0,True
1,5,3,52,10053,173,2,0,True
1,1,2,0,3869,0,2,0,True
4,8,82,29,50318,214,3,0,True
1,5,7,13,6536,200,4,4,True
11,4,17,16,31489,61,5,1,True
7,3,173,167,18223,0,3,2,True
1,1,1,1,4973,104,2,0,True
13,5,297,14,69983,10,4,1,True
4,1,11,11,8349,158,3,0,True
1,1,12,12,86071,0,3,4,True
2,1,2,2,37840,189,4,4,True
2,1,1,1,25690,146,3,1,True
2,1,1,1,21850,36,3,0,True
1,5,39,7,9099,86,2,1,False
1,4,22,24,39332,95,4,3,False
1,6,25,49,19208,49,2,1,True
2,2,39,15,31356,49,2,7,False
2,1,2,1,34063,89,2,0,True
8,4,11,0,37449,0,3,0,True
1,1,2,1,32370,67,3,1,True
1,1,1,1,31767,307,3,1,True
1,6,656,2,42718,0,6,12,False
4,2,12,8,32288,0,4,3,True
1,1,1,1,4010,10,3,3,True
4,1,7,9,10853,138,2,0,True
1,2,3,3,78357,0,2,0,True
3,1,32,26,69844,151,2,1,True
5,1,1,1,72825,152,3,1,True
1,1,1,1,47934,0,3,3,True
4,2,70,2,7773,91,2,0,True
5,4,20,9,68309,137,2,0,True
8,2,62,37,63910,140,2,1,True
1,2,9,3,52492,109,2,0,True
3,1,6,10,72429,291,2,0,True
19,5,94,13,59840,456,7,19,True
3,4,25,34,26952,30,3,1,True
1,37,503,502,23613,160,2,0,False
5,3,54,8,64176,68,3,4,True
9,4,63,3,77294,145,4,0,True
2,3,31,0,43824,4,6,13,True
1,3,3,2,43449,273,2,0,True
2,4,10,22,16561,97,3,0,True
1,1,13,0,18495,0,2,0,True
12,12,292,23,65771,47,6,3,True
4,1,16,11,41825,150,2,0,True
1,1,1,1,39531,0,2,0,True
1,1,1,1,7405,0,2,0,True
1,2,11,1,8480,78,3,4,True
3,2,2,2,6722,103,3,1,True
2,1,1,1,4434,11,3,0,True
3,1,50,0,35895,0,3,5,True
8,8,15,0,11474,114,3,2,True
4,216,0,21793,74036,326,2,2,True
1,3,4,4,13494,121,2,0,True
1,3,31,0,17177,430,3,7,True
1,5,18,7,7477,174,2,0,True
5,9,31,54,11326,0,2,0,True
29,9,326,15,78572,98,19,37,True
3,1,1,1,35292,160,4,3,True
3,6,49,6,69236,366,6,13,False
1,2,3,3,74002,0,3,6,True
1,5,30,38,75211,176,2,0,True
1,1,2,2,5840,23,2,0,True
1,1,1,1,4279,131,2,0,True
1,4,27,8,62320,354,4,3,True
2,1,1,1,28681,61,3,2,False
7,2,12,0,80527,103,5,4,True
3,1,4,2,4300,290,2,5,True
1,1,2,2,12680,109,2,0,True
3,2,26,26,16947,70,3,3,True
3,4,80,1,27588,162,3,4,False
1,1,1,1,25093,183,3,3,True
11,5,83,33,13489,133,5,3,True
7,8,147,10,25325,257,7,4,True
1,12,1,59,5933,65,3,2,True
5,5,31,7,84205,847,4,7,False
2,1,1,1,60660,0,3,0,True
1,1,15,2,19811,11,2,1,True
1,1,8,0,30099,10,2,1,True
3,1,17,4,61609,258,2,2,False
4,5,41,16,45353,251,2,3,True
1,1,1,1,54939,39,2,4,True
3,1,30,0,3764,0,3,0,True
4,1,44,0,9465,0,2,0,True
5,6,119,109,16250,220,2,1,True
3,5,134,12,61877,660,4,2,True
1,1,1,1,34949,195,2,0,True
1,2,15,1,56473,198,2,0,True
3,3,17,14,60831,231,2,0,True
1,14,61,29,52668,699,2,0,True
2,1,11,0,26372,42,3,4,True
2,2,31,2,5913,32,4,17,False
6,4,25,0,19889,99,5,2,True
1,1,2,1,18920,100,2,0,True
2,1,2,0,11668,130,4,5,True
4,4,21,14,81279,148,3,0,True
20,4,136,0,25417,142,4,5,True
3,1,3,1,36167,66,6,13,True
1,3,15,3,71698,167,2,0,True
1,10,24,24,81232,123,4,4,True
4,6,161,86,49152,226,2,0,True
9,1,2,2,33508,0,3,1,False
2,1,1,0,12296,11,3,0,True
1,1,2,0,11973,10,3,1,False
5,1,23,8,63048,12,3,0,True
1,1,2,0,30563,0,2,0,True
4,2,5,1,52285,82,4,10,True
1,1,1,1,4827,0,2,0,True
1,1,23,15,57273,10,2,0,True
1,2,16,2,83772,117,2,0,True
6,1,1,1,66306,95,4,6,True
24,4,42,13,11188,560,8,10,True
2,3,322,0,84268,759,6,16,False
6,3,16,8,50109,672,2,3,True
1,1,0,15,43854,78,2,0,True
1,1,1,1,37586,0,3,0,True
4,5,59,18,66608,165,3,1,True
2,2,10,0,6147,119,2,0,True
1,1,3,3,57425,20,2,0,True
3,2,9,1,31595,633,4,6,True
1,1,2,0,23564,0,2,0,True
4,33,127,11,3958,304,2,0,True
3,1,47,0,19636,452,9,8,False
1,2,18,0,7257,108,2,1,True
30,8,654,112,75423,295,5,1,True
1,5,53,0,9150,44,2,0,True
3,2,6,1,84738,280,4,2,True
9,3,14,11,46193,10,3,7,True
31,4,47,1,35780,118,3,9,True
5,3,23,3,5132,776,6,9,True
3,1,1,1,23651,0,4,8,False
1,1,18,0,8014,158,2,0,True
3,3,37,7,47453,87,6,18,True
1,2,31,10,10120,10,3,5,True
1,4,45,16,80563,0,4,2,False
3,4,8,31,3705,254,3,0,True
1,1,13,12,6781,157,3,1,True
1,3,7,4,4037,348,2,1,True
6,22,198,131,15509,47,5,2,True
1,1,1,1,5834,0,2,0,True
1,4,7,7,39500,230,3,1,True
6,3,11,4,43569,1441,3,0,True
1,5,15,9,38056,163,2,0,True
1,3,0,18,37378,281,2,0,True
11,4,161,88,79891,285,3,6,True
1,1,6,6,17384,29,3,3,True
1,1,6,0,15206,155,2,0,True
3,4,89,0,57562,156,3,2,True
1,2,2,0,35947,106,2,3,True
1,3,208,131,9523,4,2,0,True
1,3,14,6,62669,187,2,0,True
1,4,39,10,65347,11,2,0,True
7,4,58,27,85150,284,7,11,True
2,3,59,7,33572,604,2,1,False
1,1,1,0,9652,80,2,0,True
4,1,1,0,82776,351,3,0,True
5,1,180,168,56661,225,3,2,True
1,2,20,1,9637,292,2,2,True
1,1,2,2,7916,89,2,0,True
1,1,1,1,8313,0,3,3,True
1,1,18,0,4419,0,4,5,True
1,1,1,1,38435,75,2,1,True
15,5,193,2,27460,173,3,0,True
1,3,30,0,27056,148,3,1,True
1,1,1,1,16499,470,2,0,True
1,1,1,3,14823,41,2,2,True
1,1,1,1,5239,0,2,0,True
1,1,1,1,8013,91,2,0,True
1,1,1,2,84817,40,2,0,False
2,3,13,6,83170,712,3,0,True
25,3,47,24,30060,348,4,8,True
1,1,3,3,22147,26,2,1,True
3,4,407,217,77579,308,2,2,True
1,1,1,1,25060,206,3,3,True
1,4,77,3,75866,3521,3,5,True
5,9,65,71,10089,491,2,0,True
1,1,8,0,78029,105,2,0,True
1,3,13,3,11746,165,3,1,True
2,3,35,10,34018,175,2,0,True
5,1,9,1,42272,358,3,4,False
3,3,88,1,62507,10,2,7,True
2,3,36,14,13627,321,3,1,True
1,1,2,0,11758,338,3,3,True
1,2,0,61,55362,142,2,1,True
2,1,6,6,53743,182,4,3,True
1,1,34,6,43797,174,2,0,True
1,8,150,9,32254,548,3,3,False
1,1,2,0,19644,219,3,3,True
1,1,1,1,4437,73,2,0,True
1,3,91,1,71464,41,3,4,False
4,1,2,0,13447,0,3,4,True
10,1,17,0,79419,11,5,9,True
1,1,12,12,5534,146,3,4,True
4,1,3,2,37941,89,2,0,True
6,1,8,0,19714,183,3,0,True
1,3,24,1,6794,178,2,0,True
3,1,40,0,5851,70,2,0,True
1,1,1,1,5582,62,3,0,True
4,1,21,2,74646,10,4,4,True
3,4,26,23,58929,609,2,1,True
3,5,54,66,54601,282,2,0,True
2,3,23,23,50168,74,2,0,True
5,3,38,12,47374,0,2,3,True
1,1,1,1,64167,51,2,0,True
3,3,12,1,31977,195,2,4,True
5,3,34,23,51656,105,3,3,True
1,2,3,2,11529,983,2,1,True
1,1,2,2,23186,102,2,0,True
1,1,1,1,28353,140,2,0,True
3,2,46,6,80451,9,2,1,True
6,1,3,2,10432,73,2,0,True
3,2,27,3,84346,10,2,0,True
1,1,1,1,3767,129,5,7,True
3,1,17,0,9445,0,3,0,True
4,3,46,8,8168,93,2,1,True
1,1,2,0,8406,10,2,0,True
2,1,4,0,12784,871,2,1,True
1,3,29,2,20329,366,4,5,True
2,1,1,1,48095,18,5,4,True
8,4,49,0,30268,129,6,3,False
1,1,3,3,19606,0,3,0,True
2,2,26,2,9029,312,2,0,True
3,1,17,17,56518,116,3,3,True
14,1,13,12,28133,327,3,2,True
3,1,1,1,40118,0,4,4,True
4,2,30,9,31952,71,3,5,True
1,2,4,1,10071,104,2,0,True
1,1,3,3,6605,212,2,5,True
1,1,2,0,16937,102,2,6,False
2,6,105,40,59010,841,3,0,True
1,1,2,1,74826,235,2,0,True
1,2,49,6,70816,421,2,0,True
1,2,5,2,19386,247,2,0,True
2,3,10,1,70343,22,4,5,True
1,1,9,9,45532,545,2,0,False
7,3,38,13,16123,167,2,1,True
1,2,10,10,54018,126,2,5,True
1,1,7,4,38805,64,2,1,True
1,1,1,2,7682,325,2,0,True
4,23,1028,97,78477,469,2,0,True
1,1,7,6,6442,851,3,4,True
2,2,31,5,75531,572,4,8,False
3,6,887,883,48265,560,2,0,True
1,1,2,1,3689,5,2,0,True
1,1,12,1,53080,141,2,0,True
3,6,96,61,47674,302,2,0,True
1,7,46,26,5246,249,2,0,True
1,1,2,3,5336,80,2,0,True
1,3,23,2,4222,112,2,1,True
2,1,0,44,9998,56,4,4,True
4,3,15,5,58144,451,3,6,False
3,2,67,3,66839,183,3,3,True
5,2,12,1,63287,89,2,1,False
8,1,7,0,38949,347,3,4,True
7,2,25,15,45125,155,3,1,True
3,1,2,1,7212,68,4,6,True
1,1,57,0,4957,114,2,0,True
14,5,73,2,10513,145,3,16,False
1,1,12,4,84873,0,2,3,True
4,2,30,2,69170,81,2,0,True
2,3,14,2,67940,115,2,0,True
10,3,30,0,61413,59,2,3,True
3,3,82,14,62177,416,5,6,False
1,1,1,1,14421,125,2,0,True
4,4,67,13,41793,183,3,1,False
4,3,23,6,27275,177,2,1,False
3,2,11,21,6222,225,2,5,False
2,5,86,16,32020,220,3,6,False
1,2,11,0,43520,358,3,4,True
2,1,4,1,5133,16,2,0,True
3,1,24,0,23657,0,3,3,True
1,1,1,1,55803,31,3,2,True
24,5,54,21,30383,406,2,3,True
2,2,2,2,15062,68,4,0,True
1,1,10,0,17193,112,2,0,True
1,1,1,0,21228,177,2,0,True
14,14,366,0,5133,215,3,1,True
5,1,14,0,54647,111,2,0,True
1,2,3,2,42488,88,2,1,True
1,1,1,0,3761,72,2,0,True
1,2,38,1,35174,185,4,4,False
5,1,6,3,57096,124,1,2,True
1,3,90,48,12608,11,2,0,True
4,5,65,49,13708,5,3,0,True
7,15,427,17,11318,244,3,1,True
8,3,30,1,47667,71,2,3,True
5,4,41,11,20633,16,6,10,True
1,3,14,0,49289,11,3,11,True
2,3,35,3,85433,0,3,12,False
2,2,15,3,19454,154,2,1,True
1,1,1,1,54229,40,3,2,True
1,1,1,1,56654,68,3,3,True
1,1,6,1,53492,12,4,6,True
1,2,4,1,8574,185,2,0,True
2,1,2,0,45467,127,2,0,True
4,3,49,0,9486,107,3,8,False
4,1,4,3,15208,387,2,0,True
1,1,1,1,8877,89,2,0,True
31,4,213,30,3695,48,5,20,True
1,1,39,30,4347,430,2,1,True
1,1,2,2,7013,15,2,0,True
6,3,14,1,45334,944,2,3,True
1,9,102,135,5079,37,2,0,True
35,4,146,12,76110,1193,5,18,True
3,1,9,0,20297,13,2,0,True
6,12,87,69,7376,147,4,8,False
1,1,2,2,48886,99,4,3,True
2,3,63,0,8607,479,4,9,False
1,1,1,0,69889,61,2,0,True
1,2,13,0,12885,163,4,8,False
1,1,1,1,4291,48,3,4,True
1,1,2,2,84427,20,4,4,True
1,1,1,1,63479,66,3,0,True
1,1,3,3,49100,0,3,2,True
1,1,7,7,13740,0,3,0,True
3,2,3,1,6543,0,3,0,True
12,2,23,24,29689,0,4,7,True
1,1,1,1,17128,48,4,3,True
8,8,18,1244,7542,9,4,1,True
6,3,103,2,32069,190,3,7,True
1,3,47,0,26603,11,2,1,True
1,2,12,3,25693,337,2,0,True
1,1,1,1,42642,0,3,4,True
7,1,3,0,67305,0,3,1,True
1,1,8,0,18482,37,2,0,True
2,2,13,1,10364,422,3,2,True
2,1,2,2,83340,214,3,3,False
2,2,15,1,9116,179,2,0,True
1,1,1,1,4424,116,4,5,True
1,1,2,2,21257,11,3,0,True
3,1,1,0,5584,690,4,5,True
5,4,6,6,6581,225,2,1,True
9,0,0,0,75000,705,5,4,False
3,4,26,13,72590,183,2,2,True
7,1,12,3,14192,0,3,0,True
1,3,58,0,86128,362,3,4,False
56,11,259,140,69164,570,5,1,True
4,3,86,33,9958,301,2,1,False
1,12,92,74,4212,116,2,0,True
1,1,1,1,14793,167,5,7,True
6,3,59,14,73002,200,5,11,False
1,1,4,4,65357,0,2,0,True
1,1,10,13,62999,0,2,0,True
1,1,1,0,7607,0,2,1,True
1,1,1,1,8629,116,2,0,True
1,3,29,10,77480,173,2,0,True
6,6,124,22,7138,101,4,5,True
1,3,9,5,12414,59,2,0,True
14,3,22,8,44500,308,2,2,False
1,2,7,3,6550,0,2,0,True
9,22,973,43,16961,1197,4,10,False
2,1,1,1,8510,0,4,5,True
1,3,10,1,22190,11,2,0,True
3,9,164,7,75707,0,3,2,False
3,3,27,2,15982,11,2,3,True
6,2,24,1,84982,12,3,0,True
1,1,2,0,19060,0,2,0,True
1,1,4,1,55679,12,4,8,True
8,2,7,5,36558,12,4,10,False
4,1,10,0,9288,0,3,0,True
20,7,42,6,86115,11,4,2,True
2,1,17,2,80787,73,2,0,True
1,4,30,2,5481,128,3,1,True
1,5,122,107,49266,51,2,0,True
1,1,8,4,20944,37,3,6,True
2,2,26,0,79259,141,2,3,True
2,1,1,1,14743,21,5,3,True
4,1,12,1,75689,66,3,0,True
1,1,0,1,77855,0,3,4,True
2,1,24,0,46902,212,4,1,True
1,2,4,0,19156,125,2,0,True
1,3,14,11,61656,180,2,2,True
1,2,11,1,19621,87,2,1,True
2,1,1,1,85111,0,5,4,True
3,2,19,19,74304,240,3,3,True
3,6,77,1,67602,414,2,2,True
1,1,1,1,51082,0,3,3,True
1,2,9,1,59806,107,2,1,True
2,2,46,11,51413,90,2,0,True
3,1,4,0,16162,0,4,3,True
9,11,1638,1462,45363,62,2,2,True
1,3,24,0,50184,37,2,2,True
3,2,2,1,5318,304,4,3,True
4,3,14,7,12257,121,2,4,True
1,1,2,2,84085,0,2,0,True
9,3,82,3,10060,214,3,2,True
1,6,708,614,79487,96,2,0,True
2,3,103,17,11861,131,2,1,True
3,3,30,5,83863,239,4,6,False
1,2,5,2,21469,123,2,0,True
6,2,18,5,19919,96,3,1,True
1,1,1,1,65672,32,3,3,True
1,5,50,40,84961,122,2,0,True
1,1,4,0,76366,0,2,0,True
1,1,2,2,42570,64,3,0,True
2,2,13,0,19197,140,2,1,True
3,2,45,6,8078,114,2,0,True
3,1,2,0,79072,0,2,1,True
4,9,88,37,58442,48,2,0,True
1,2,30,15,9580,65,2,0,True
1,4,79,2,7498,447,4,10,False
3,5,123,5,23638,558,2,0,True
1,4,42,0,71652,301,2,0,True
1,2,8,1,54616,102,2,1,True
1,2,2,1,4534,12,2,0,True
1,1,11,0,47390,11,2,2,True
1,2,380,377,53207,78,2,0,True
10,3,43,7,68988,11,3,0,True
1,1,7,0,78609,17,2,0,True
4,4,34,8,32133,294,2,2,False
1,1,1,1,85170,105,2,0,True
2,5,39,3,13943,355,4,2,True
8,2,20,2,24484,160,2,3,True
5,4,52,6,66805,470,3,4,True
1,1,2,0,80788,0,2,0,True
1,1,1,1,3684,32,2,0,True
2,4,13,8,79421,277,4,8,False
1,1,2,2,70946,41,2,0,True
1,1,1,1,82715,472,5,13,True
1,1,0,2,35926,0,4,3,False
1,1,13,0,7196,75,2,0,True
5,1,24,1,62990,86,2,0,True
1,1,4,4,28855,0,3,0,True
2,4,39,0,35718,94,5,4,False
1,2,6,3,8021,77,2,0,True
1,1,48,0,10514,11,3,2,True
1,1,1,0,17609,0,2,0,True
3,1,21,1,70240,64,3,0,True
1,1,1,1,48302,139,2,0,True
5,4,41,5,31648,333,2,1,True
6,6,39,7,4813,0,5,4,True
1,1,1,1,59758,137,2,1,True
8,2,21,2,7751,11,3,0,True
1,1,1,1,10842,580,2,0,True
27,7,395,33,84302,267,4,3,True
1,3,31,31,7566,0,2,0,True
4,9,228,7,79707,301,2,0,True
1,2,15,10,3631,163,2,0,True
3,2,9,5,81763,71,2,0,True
1,1,2,0,74438,17,2,0,True
2,1,3,1,18955,452,3,0,True
1,1,1,1,35003,0,2,2,True
1,1,8,0,25993,106,2,0,True
2,2,202,12,19161,165,2,1,False
1,1,7,3,4134,65,2,0,True
4,3,13,4,41899,129,4,8,True
6,3,25,1,23232,10,7,5,True
3,4,69,5,21249,11,4,3,True
5,3,262,19,52527,485,2,1,False
5,2,25,0,10049,11,3,5,True
1,1,2,2,8945,518,2,0,True
1,2,10,3,11271,244,2,0,True
1,1,1,2,4287,34,2,0,True
8,4,16,4,39128,11,3,5,True
1,4,15,1,63362,147,2,0,True
3,1,6,6,41746,0,3,0,True
2,1,2,2,21216,390,4,3,True
1,3,33,12,15663,397,2,0,True
1,1,19,14,86145,30,2,3,True
4,3,61,7,69607,79,2,0,True
1,1,11,36,48678,115,2,0,True
1,4,57,11,46583,171,2,0,True
2,2,3,0,30472,12,3,1,False
2,5,46,0,36906,169,3,0,True
3,1,1,0,17065,16,2,1,True
2,19,105,83,16949,401,2,0,True
1,1,1,1,22160,23,2,0,True
1,4,82,48,7135,0,2,0,True
3,1,3,3,71076,0,2,1,False
1,1,2,0,5751,113,2,1,True
5,3,71,0,41998,91,5,13,True
3,8,100,41,15158,280,3,1,True
1,2,1,7,38603,115,2,0,True
1,1,1,1,17774,11,4,3,True
6,4,32,0,68616,266,5,4,False
