number,created_at,merged_at,closed_at,files,additions,deletions,body_text,participants,comments
12,2011-08-20T01:18:57Z,2011-08-20T02:20:11Z,2011-08-20T02:20:11Z,1,29,29,"A while ago I started typing them all the time. If you’d like to start doing so, ⌥; and ⌥⇧] are your friends. ❤️",4,1
